Customer ID,TotalRevenue,NumberOfOrders,TotalItems,AverageOrderValue,PurchaseFrequency
15247.0,976.06,3,514,325.3533333333333,3
15248.0,1893.93,3,1065,631.3100000000001,3
15249.0,9266.0,18,4980,514.7777777777778,18
15250.0,60.0,1,48,60.0,1
15251.0,20324.54,21,12108,967.8352380952381,21
15252.0,2103.41,5,1430,420.68199999999996,5
15253.0,2055.09,8,1588,256.88625,8
15254.0,1088.35,3,711,362.7833333333333,3
15255.0,3706.02,9,2214,411.78,9
15256.0,170.4,2,92,85.2,2
15257.0,685.9,2,71,342.95,2
15258.0,623.16,2,142,311.58,2
15259.0,1182.3799999999999,4,631,295.59499999999997,4
15260.0,8767.73,25,4468,350.7092,25
15261.0,1508.0,4,806,377.0,4
15262.0,418.82,3,218,139.60666666666665,3
15263.0,156.51,1,89,156.51,1
15264.0,848.4,2,443,424.2,2
15265.0,3345.64,4,1570,836.41,4
15266.0,852.21,5,236,170.442,5
15267.0,1717.36,5,944,343.472,5
15268.0,961.9000000000001,3,428,320.6333333333334,3
15269.0,1225.3600000000001,3,372,408.4533333333334,3
15270.0,8524.86,21,4010,405.9457142857143,21
15271.0,4528.54,24,2412,188.68916666666667,24
15272.0,2030.95,6,665,338.4916666666667,6
15273.0,228.96,1,216,228.96,1
15274.0,716.57,2,619,358.285,2
15275.0,615.14,1,498,615.14,1
15276.0,619.8,4,317,154.95,4
15277.0,476.34,2,373,238.17,2
15278.0,496.15999999999997,4,458,124.03999999999999,4
15279.0,1580.54,5,802,316.108,5
15280.0,397.52,3,507,132.50666666666666,3
15281.0,8543.57,16,5233,533.973125,16
15282.0,348.59,1,395,348.59,1
15283.0,148.33,3,27,49.443333333333335,3
15284.0,24.75,1,5,24.75,1
15285.0,94.92,1,120,94.92,1
15286.0,240.55,1,55,240.55,1
15287.0,856.03,5,1010,171.206,5
15288.0,3715.38,10,1336,371.538,10
15289.0,1593.09,5,1627,318.618,5
15290.0,10496.28,26,6567,403.70307692307694,26
15291.0,13517.76,40,4905,337.944,40
15292.0,178.39,1,55,178.39,1
15293.0,247.5,1,178,247.5,1
15294.0,233.35,1,97,233.35,1
15295.0,207.04,1,139,207.04,1
15296.0,10323.03,12,5452,860.2525,12
15297.0,641.94,3,292,213.98000000000002,3
15298.0,9061.77,23,6000,393.99,23
15299.0,6156.53,10,3356,615.653,10
15300.0,496.44,1,292,496.44,1
15301.0,6909.67,17,3763,406.4511764705882,17
15302.0,308.0,1,102,308.0,1
15303.0,1224.18,3,514,408.06,3
15304.0,796.4000000000001,9,112,88.4888888888889,9
15305.0,93.6,1,40,93.6,1
15306.0,3484.73,9,3074,387.1922222222222,9
15307.0,205.3,1,37,205.3,1
15308.0,310.47,1,175,310.47,1
15309.0,797.96,4,440,199.49,4
15310.0,1634.64,1,1476,1634.64,1
15311.0,114966.42,208,70149,552.7231730769231,208
15312.0,2930.19,12,1693,244.1825,12
15313.0,52.0,1,25,52.0,1
15314.0,820.4499999999999,3,750,273.4833333333333,3
15315.0,570.5,2,862,285.25,2
15316.0,165.0,1,100,165.0,1
15317.0,129.75,1,45,129.75,1
15318.0,312.62,1,642,312.62,1
15319.0,204.5,1,175,204.5,1
15320.0,267.13,1,326,267.13,1
15321.0,6709.7300000000005,12,3653,559.1441666666667,12
15322.0,1390.86,2,971,695.43,2
15323.0,434.6,3,188,144.86666666666667,3
15324.0,140.22000000000003,1,74,140.22000000000003,1
15325.0,1601.46,8,1382,200.1825,8
15326.0,1700.52,5,1351,340.104,5
15327.0,208.75,1,116,208.75,1
15328.0,107.24,1,88,107.24,1
15329.0,2958.83,11,1217,268.98454545454547,11
15330.0,714.96,2,1312,357.48,2
15331.0,767.91,3,701,255.97,3
15332.0,4892.68,6,2306,815.4466666666667,6
15333.0,1028.56,1,344,1028.56,1
15334.0,350.82,3,273,116.94,3
15335.0,170.22,1,79,170.22,1
15336.0,240.5,1,84,240.5,1
15337.0,373.02,1,200,373.02,1
15338.0,277.93,1,148,277.93,1
15339.0,1821.02,7,1138,260.1457142857143,7
15340.0,105.5,1,76,105.5,1
15341.0,2402.7200000000003,2,1008,1201.3600000000001,2
15342.0,406.09,1,283,406.09,1
15343.0,364.5,1,84,364.5,1
15344.0,563.94,3,116,187.98000000000002,3
15345.0,393.54,1,81,393.54,1
15346.0,596.12,3,260,198.70666666666668,3
15347.0,1162.0,4,542,290.5,4
15348.0,158.04,1,84,158.04,1
15349.0,463.90999999999997,2,321,231.95499999999998,2
15350.0,547.6,2,272,273.8,2
15351.0,3430.22,10,1350,343.022,10
15352.0,111.15,1,40,111.15,1
15353.0,2794.4700000000003,7,1391,399.21000000000004,7
15354.0,284.4,3,3,94.8,3
15355.0,277.05,2,45,138.525,2
15356.0,3239.57,13,1892,249.1976923076923,13
15358.0,16425.86,42,14902,391.0919047619048,42
15359.0,181.35,8,145,22.66875,8
15360.0,427.93,1,223,427.93,1
15361.0,689.07,4,373,172.2675,4
15362.0,613.08,2,368,306.54,2
15363.0,678.11,2,383,339.055,2
15364.0,913.19,2,493,456.595,2
15365.0,4557.13,13,2131,350.54846153846154,13
15366.0,2389.08,7,2447,341.29714285714283,7
15367.0,5081.33,11,2944,461.9390909090909,11
15368.0,722.74,2,406,361.37,2
15369.0,6251.26,11,3288,568.2963636363637,11
15370.0,3739.01,8,1397,467.37625,8
15371.0,59.400000000000006,1,12,59.400000000000006,1
15372.0,6017.06,8,6410,752.1325,8
15373.0,3084.54,17,726,181.4435294117647,17
15374.0,307.32,2,290,153.66,2
15375.0,60.959999999999994,1,84,60.959999999999994,1
15376.0,1221.56,3,615,407.18666666666667,3
15377.0,1211.75,4,253,302.9375,4
15378.0,246.5,2,130,123.25,2
15379.0,4877.84,8,3000,609.73,8
15380.0,3248.96,11,954,295.36,11
15381.0,1890.5700000000002,5,802,378.11400000000003,5
15382.0,13733.550000000001,12,9178,1144.4625,12
15384.0,2027.79,4,1767,506.9475,4
15385.0,942.08,3,428,314.0266666666667,3
15386.0,394.14,1,446,394.14,1
15387.0,468.65,1,335,468.65,1
15388.0,140.54,1,88,140.54,1
15389.0,2733.8,5,3940,546.76,5
15390.0,1216.66,2,894,608.33,2
15391.0,289.87,1,109,289.87,1
15392.0,2911.62,7,2144,415.94571428571425,7
15393.0,891.34,5,378,178.268,5
15394.0,5286.8,11,2372,480.6181818181818,11
15395.0,107.45,1,17,107.45,1
15396.0,796.38,2,278,398.19,2
15397.0,94.0,1,20,94.0,1
15398.0,1345.53,2,769,672.765,2
15399.0,815.77,3,611,271.92333333333335,3
15400.0,1302.3,8,662,162.7875,8
15401.0,216.95000000000002,2,93,108.47500000000001,2
15402.0,1830.54,6,2034,305.09,6
15403.0,170.88,2,492,85.44,2
15404.0,257.06,1,334,257.06,1
15405.0,659.84,2,348,329.92,2
15406.0,975.87,4,547,243.9675,4
15407.0,1046.74,4,552,261.685,4
15408.0,267.18,1,106,267.18,1
15409.0,131.25,1,59,131.25,1
15410.0,4685.72,10,1902,468.572,10
15411.0,1348.93,4,529,337.2325,4
15412.0,190.53,1,108,190.53,1
15413.0,6798.72,5,2694,1359.7440000000001,5
15414.0,774.9000000000001,3,443,258.3,3
15415.0,559.61,1,551,559.61,1
15416.0,4572.82,7,2420,653.26,7
15417.0,508.8,1,284,508.8,1
15418.0,449.42,2,264,224.71,2
15419.0,135.86,1,230,135.86,1
15420.0,743.0,6,844,123.83333333333333,6
15421.0,3805.34,10,1927,380.534,10
15422.0,1619.97,7,710,231.42428571428573,7
15423.0,266.89,3,198,88.96333333333332,3
15424.0,597.78,3,873,199.26,3
15425.0,1941.1200000000001,4,1041,485.28000000000003,4
15426.0,2156.35,9,1041,239.59444444444443,9
15427.0,1430.54,3,967,476.84666666666664,3
15428.0,762.75,4,347,190.6875,4
15429.0,397.35,2,380,198.675,2
15430.0,954.75,2,309,477.375,2
15431.0,153.24,1,84,153.24,1
15432.0,320.76,2,92,160.38,2
15433.0,533.3,2,534,266.65,2
15434.0,2567.06,11,1423,233.36909090909091,11
15435.0,149.29,1,54,149.29,1
15436.0,1067.75,3,574,355.9166666666667,3
15437.0,393.45,2,177,196.725,2
15438.0,156.57999999999998,1,59,156.57999999999998,1
15439.0,1269.05,4,572,317.2625,4
15440.0,383.68,3,197,127.89333333333333,3
15441.0,1254.21,3,587,418.07,3
15442.0,594.0,1,120,594.0,1
15443.0,5114.23,14,2699,365.3021428571428,14
15444.0,1411.21,2,759,705.605,2
15445.0,284.5,2,118,142.25,2
15446.0,399.75,3,265,133.25,3
15447.0,492.88,5,228,98.576,5
15448.0,788.81,2,487,394.405,2
15449.0,974.52,3,812,324.84,3
15450.0,429.84,1,376,429.84,1
15451.0,226.86,2,76,113.43,2
15452.0,1785.1100000000001,6,1087,297.5183333333334,6
15453.0,1371.77,7,837,195.96714285714285,7
15454.0,305.99,2,146,152.995,2
15455.0,38.25,1,3,38.25,1
15456.0,2091.52,10,2727,209.152,10
15457.0,237.07,1,132,237.07,1
15458.0,370.43999999999994,2,300,185.21999999999997,2
15459.0,202.82999999999998,2,121,101.41499999999999,2
15460.0,214.26,1,107,214.26,1
15461.0,429.7,2,230,214.85,2
15462.0,737.05,4,495,184.2625,4
15463.0,126.14,1,106,126.14,1
15464.0,1044.65,1,348,1044.65,1
15465.0,12100.4,32,2638,378.1375,32
15466.0,1560.46,4,941,390.115,4
15467.0,524.88,3,310,174.96,3
15468.0,1430.48,3,1400,476.82666666666665,3
15469.0,874.25,3,287,291.4166666666667,3
15470.0,63.419999999999995,1,232,63.419999999999995,1
15471.0,1292.01,3,670,430.67,3
15472.0,371.56,1,251,371.56,1
15473.0,2046.0,8,776,255.75,8
15474.0,150.35,1,55,150.35,1
15475.0,454.10999999999996,1,319,454.10999999999996,1
15476.0,2209.98,4,1174,552.495,4
15477.0,368.4,1,216,368.4,1
15478.0,1983.48,3,894,661.16,3
15479.0,147.4,1,38,147.4,1
15480.0,6279.0,5,1852,1255.8,5
15481.0,1993.34,1,1450,1993.34,1
15482.0,14417.36,19,6516,758.8084210526316,19
15483.0,817.8199999999999,10,905,81.782,10
15484.0,4652.1,6,4074,775.35,6
15485.0,4810.92,7,2153,687.2742857142857,7
15486.0,102.0,1,40,102.0,1
15487.0,231.32,1,144,231.32,1
15488.0,431.92,5,251,86.384,5
15489.0,2419.61,8,1264,302.45125,8
15490.0,210.85,1,82,210.85,1
15491.0,3100.09,6,1646,516.6816666666667,6
15492.0,659.4599999999999,2,483,329.72999999999996,2
15493.0,4121.68,9,1206,457.9644444444445,9
15494.0,3702.6,5,3052,740.52,5
15495.0,246.5,1,194,246.5,1
15496.0,146.14000000000001,1,98,146.14000000000001,1
15497.0,8657.39,9,2937,961.9322222222222,9
15498.0,24972.86,44,12134,567.565,44
15499.0,158.65,1,59,158.65,1
15500.0,1131.56,4,572,282.89,4
15501.0,399.95,2,205,199.975,2
15502.0,13003.869999999999,14,5559,928.847857142857,14
15503.0,257.3,2,130,128.65,2
15504.0,402.7,4,141,100.675,4
15505.0,3610.96,5,2390,722.192,5
15506.0,2030.33,6,1637,338.3883333333333,6
15507.0,475.86,1,160,475.86,1
15508.0,1000.27,6,440,166.71166666666667,6
15509.0,152.41,1,58,152.41,1
15510.0,250.0,1,2,250.0,1
15511.0,900.53,5,269,180.106,5
15512.0,331.58,4,235,82.895,4
15513.0,26437.05,35,10477,755.3442857142857,35
15514.0,6392.06,18,4087,355.1144444444445,18
15515.0,171.81,1,131,171.81,1
15516.0,62.43,3,27,20.81,3
15517.0,267.03,1,293,267.03,1
15518.0,4189.99,15,2810,279.3326666666666,15
15519.0,344.61,2,116,172.305,2
15520.0,343.5,1,314,343.5,1
15521.0,7098.24,16,4507,443.64,16
15522.0,397.99,2,572,198.995,2
15523.0,17259.19,16,15633,1078.699375,16
15524.0,591.4,2,28,295.7,2
15525.0,890.22,4,527,222.555,4
15526.0,148.44,2,24,74.22,2
15527.0,5554.89,23,2211,241.51695652173913,23
15528.0,229.33,1,123,229.33,1
15529.0,4783.66,12,4271,398.6383333333333,12
15530.0,1808.68,5,1328,361.736,5
15531.0,1972.39,2,1085,986.195,2
15532.0,3738.85,10,1337,373.885,10
15533.0,807.57,3,289,269.19,3
15534.0,162.25,1,63,162.25,1
15535.0,1044.3700000000001,6,314,174.0616666666667,6
15536.0,259.09,1,242,259.09,1
15537.0,110.92,1,29,110.92,1
15538.0,3358.3999999999996,6,1016,559.7333333333332,6
15539.0,538.46,1,410,538.46,1
15540.0,460.68,2,444,230.34,2
15541.0,85.13000000000001,1,49,85.13000000000001,1
15542.0,855.71,3,418,285.2366666666667,3
15543.0,242.26,2,167,121.13,2
15544.0,7807.89,20,6745,390.3945,20
15545.0,288.96999999999997,2,162,144.48499999999999,2
15546.0,1079.1000000000001,2,198,539.5500000000001,2
15547.0,10057.05,26,7278,386.80961538461537,26
15548.0,158.09,1,64,158.09,1
15549.0,2334.16,8,936,291.77,8
15550.0,2211.05,12,1139,184.2541666666667,12
15551.0,1679.81,7,796,239.97285714285712,7
15552.0,252.52,2,166,126.26,2
15553.0,428.93,1,449,428.93,1
15554.0,217.2,1,74,217.2,1
15555.0,11243.91,36,8511,312.3308333333333,36
15556.0,279.77,1,236,279.77,1
15557.0,468.91,1,213,468.91,1
15558.0,202.68,1,73,202.68,1
15559.0,1109.4,1,526,1109.4,1
15560.0,153.52,2,72,76.76,2
15561.0,1934.3899999999999,8,1334,241.79874999999998,8
15562.0,671.4300000000001,3,560,223.81000000000003,3
15563.0,2859.46,7,3005,408.4942857142857,7
15564.0,70.74000000000001,2,42,35.370000000000005,2
15565.0,173.16,2,60,86.58,2
15566.0,227.87,2,153,113.935,2
15567.0,186.01,1,223,186.01,1
15568.0,758.29,3,461,252.76333333333332,3
15569.0,3583.45,10,1734,358.34499999999997,10
15570.0,8736.49,25,4079,349.45959999999997,25
15571.0,3892.35,14,2411,278.025,14
15572.0,3965.2,10,2089,396.52,10
15573.0,1188.42,5,770,237.68400000000003,5
15574.0,1101.44,6,750,183.57333333333335,6
15575.0,30.1,1,6,30.1,1
15576.0,921.37,1,394,921.37,1
15577.0,396.03000000000003,5,120,79.206,5
15578.0,127.1,1,52,127.1,1
15579.0,1250.63,5,713,250.12600000000003,5
15580.0,1375.39,8,955,171.92375,8
15581.0,7480.4,38,3028,196.85263157894735,38
15582.0,682.9100000000001,3,453,227.63666666666668,3
15583.0,95.96,1,56,95.96,1
15584.0,1268.2,6,483,211.36666666666667,6
15585.0,455.3,1,320,455.3,1
15586.0,1139.1,3,1338,379.7,3
15587.0,1522.0800000000002,7,528,217.44000000000003,7
15588.0,579.6,1,96,579.6,1
15589.0,478.53000000000003,3,243,159.51000000000002,3
15590.0,1496.6,5,832,299.32,5
15591.0,217.9,3,58,72.63333333333334,3
15592.0,388.58,1,354,388.58,1
15593.0,199.8,1,60,199.8,1
15594.0,1771.78,5,983,354.356,5
15595.0,357.6,1,144,357.6,1
15596.0,2727.72,9,1208,303.08,9
15597.0,563.37,2,393,281.685,2
15598.0,548.02,2,404,274.01,2
15599.0,1250.06,3,1098,416.68666666666667,3
15600.0,1199.31,4,657,299.8275,4
15601.0,14191.74,30,10395,473.058,30
15602.0,3137.96,16,2292,196.1225,16
15603.0,88.48,2,128,44.24,2
15604.0,216.39,1,159,216.39,1
15605.0,1741.95,9,641,193.55,9
15606.0,5230.99,17,1615,307.70529411764704,17
15607.0,1708.97,9,1470,189.88555555555556,9
15608.0,1785.98,5,1262,357.196,5
15609.0,298.48,1,148,298.48,1
15610.0,112.46000000000001,1,66,112.46000000000001,1
15611.0,2997.28,26,747,115.28,26
15612.0,195.15,2,52,97.575,2
15613.0,433.71999999999997,1,700,433.71999999999997,1
15614.0,3147.36,4,1632,786.84,4
15615.0,21373.97,47,12090,454.7653191489362,47
15616.0,317.11,1,137,317.11,1
15617.0,828.5500000000001,3,485,276.18333333333334,3
15618.0,776.851,4,454,194.21275,4
15619.0,336.40000000000003,1,136,336.40000000000003,1
15620.0,1942.36,4,1249,485.59,4
15621.0,1293.03,4,501,323.2575,4
15622.0,7852.61,17,4091,461.9182352941176,17
15623.0,2437.05,8,1087,304.63125,8
15624.0,588.13,4,357,147.0325,4
15625.0,3236.4,9,3020,359.6,9
15626.0,1067.52,3,1138,355.84,3
15627.0,566.9,2,344,283.45,2
15628.0,5333.08,17,3569,313.7105882352941,17
15629.0,2240.9,4,1518,560.225,4
15630.0,1481.4,3,987,493.8,3
15631.0,596.67,1,525,596.67,1
15632.0,3285.31,8,2109,410.66375,8
15633.0,4335.96,13,2048,333.5353846153846,13
15634.0,554.65,2,227,277.325,2
15635.0,100.35,1,5,100.35,1
15636.0,1444.58,4,560,361.145,4
15637.0,797.59,5,651,159.518,5
15638.0,2265.2,6,1134,377.5333333333333,6
15639.0,1065.08,3,849,355.02666666666664,3
15640.0,23494.31,29,12140,810.1486206896552,29
15641.0,5345.55,12,4422,445.46250000000003,12
15642.0,105.78000000000002,1,270,105.78000000000002,1
15643.0,664.0,3,246,221.33333333333334,3
15644.0,803.54,4,550,200.885,4
15645.0,1055.17,3,396,351.72333333333336,3
15646.0,784.8100000000001,5,821,156.96200000000002,5
15647.0,169.0,1,124,169.0,1
15648.0,639.5,2,218,319.75,2
15649.0,1660.35,4,365,415.0875,4
15650.0,553.88,2,210,276.94,2
15651.0,1259.06,5,871,251.81199999999998,5
15652.0,1405.94,5,657,281.188,5
15653.0,877.4399999999999,2,1200,438.71999999999997,2
15654.0,922.53,2,475,461.265,2
15655.0,560.67,1,324,560.67,1
15656.0,748.5,4,343,187.125,4
15657.0,30.0,1,24,30.0,1
15658.0,2117.27,8,627,264.65875,8
15659.0,532.49,3,161,177.49666666666667,3
15660.0,2603.69,15,1783,173.57933333333332,15
15661.0,1215.95,8,779,151.99375,8
15662.0,283.73,2,145,141.865,2
15663.0,138.14,1,106,138.14,1
15664.0,1254.03,4,530,313.5075,4
15665.0,3987.07,5,2777,797.414,5
15666.0,632.9399999999999,2,469,316.46999999999997,2
15667.0,301.32,1,240,301.32,1
15668.0,76.32000000000001,1,72,76.32000000000001,1
15669.0,684.34,4,342,171.085,4
15670.0,325.2,2,132,162.6,2
15671.0,2657.13,7,1699,379.59000000000003,7
15672.0,45.300000000000004,1,10,45.300000000000004,1
15673.0,6204.32,9,3274,689.3688888888888,9
15674.0,6948.2300000000005,13,3648,534.4792307692308,13
15675.0,542.04,4,624,135.51,4
15676.0,3435.76,3,2252,1145.2533333333333,3
15677.0,1305.63,3,675,435.21000000000004,3
15678.0,1825.94,3,1022,608.6466666666666,3
15679.0,781.28,4,1170,195.32,4
15680.0,4028.69,10,2743,402.869,10
15681.0,2989.7,14,1392,213.54999999999998,14
15682.0,318.24,2,222,159.12,2
15683.0,524.54,2,332,262.27,2
15684.0,173.95,3,77,57.98333333333333,3
15685.0,55.980000000000004,1,36,55.980000000000004,1
15686.0,90.0,1,72,90.0,1
15687.0,2993.1,9,1310,332.56666666666666,9
15688.0,190.57,1,95,190.57,1
15689.0,521.03,3,207,173.67666666666665,3
15690.0,239.76,2,408,119.88,2
15691.0,571.3,4,212,142.825,4
15692.0,191.04,1,138,191.04,1
15693.0,37.5,1,30,37.5,1
15694.0,9978.48,24,2467,415.77,24
15695.0,1131.04,4,484,282.76,4
15696.0,3881.2200000000003,13,1386,298.55538461538464,13
15697.0,246.75,1,127,246.75,1
15698.0,46.2,1,60,46.2,1
15699.0,309.65,1,113,309.65,1
15700.0,696.68,2,357,348.34,2
15701.0,1529.0,4,912,382.25,4
15702.0,140.39000000000001,2,103,70.19500000000001,2
15703.0,211.5,1,66,211.5,1
15704.0,3734.6600000000003,6,1709,622.4433333333334,6
15705.0,143.1,1,62,143.1,1
15706.0,1060.56,4,321,265.14,4
15707.0,916.98,4,594,229.245,4
15708.0,3887.15,9,1465,431.90555555555557,9
15709.0,327.85,2,169,163.925,2
15710.0,898.87,1,641,898.87,1
15711.0,420.25,2,199,210.125,2
15712.0,3472.4100000000003,12,1277,289.3675,12
15713.0,839.64,4,451,209.91,4
15714.0,783.96,5,361,156.792,5
15715.0,658.02,5,246,131.60399999999998,5
15716.0,2485.26,11,1379,225.9327272727273,11
15717.0,607.0,5,224,121.4,5
15718.0,293.79,1,95,293.79,1
15719.0,10195.97,31,5356,328.9022580645161,31
15720.0,739.22,2,327,369.61,2
15721.0,471.40000000000003,1,388,471.40000000000003,1
15722.0,5234.0,11,2279,475.8181818181818,11
15723.0,930.7,4,427,232.675,4
15724.0,310.85,3,117,103.61666666666667,3
15725.0,415.25,1,221,415.25,1
15726.0,321.91,1,123,321.91,1
15727.0,9371.71,15,5908,624.7806666666667,15
15728.0,544.6,2,132,272.3,2
15729.0,192.55,3,47,64.18333333333334,3
15730.0,1726.58,5,1061,345.316,5
15731.0,125.3,1,122,125.3,1
15732.0,1543.97,10,1264,154.397,10
15733.0,162.3,1,62,162.3,1
15734.0,2263.3,4,516,565.825,4
15735.0,327.68,1,206,327.68,1
15736.0,1767.12,2,1208,883.56,2
15737.0,1188.1200000000001,8,597,148.51500000000001,8
15738.0,13043.32,41,9030,318.12975609756097,41
15739.0,449.12,1,472,449.12,1
15740.0,154.88,1,152,154.88,1
15741.0,208.62,2,70,104.31,2
15742.0,156.87,1,51,156.87,1
15743.0,775.96,4,214,193.99,4
15744.0,34.8,1,120,34.8,1
15745.0,1094.59,4,421,273.6475,4
15746.0,196.88,1,178,196.88,1
15747.0,2499.81,9,1344,277.75666666666666,9
15748.0,609.8100000000001,3,261,203.27,3
15749.0,44534.3,3,18028,14844.766666666668,3
15750.0,6452.991,18,4281,358.4995,18
15751.0,1380.44,11,443,125.49454545454546,11
15752.0,3924.91,9,2792,436.1011111111111,9
15753.0,79.2,1,144,79.2,1
15754.0,3037.61,9,1762,337.51222222222225,9
15755.0,5993.12,17,4034,352.53647058823526,17
15756.0,528.01,4,241,132.0025,4
15757.0,2940.36,6,1757,490.06,6
15758.0,205.25,1,47,205.25,1
15759.0,830.9300000000001,7,523,118.70428571428572,7
15760.0,13916.34,2,2,6958.17,2
15761.0,143.05,1,31,143.05,1
15762.0,583.75,2,251,291.875,2
15763.0,1086.92,2,271,543.46,2
15764.0,4503.08,8,2945,562.885,8
15765.0,370.63,1,335,370.63,1
15766.0,831.06,3,334,277.02,3
15768.0,15308.89,34,4215,450.2614705882353,34
15769.0,88612.52,46,49068,1926.3591304347826,46
15770.0,321.45,1,67,321.45,1
15771.0,1006.54,3,512,335.5133333333333,3
15772.0,280.88,1,110,280.88,1
15773.0,774.52,2,410,387.26,2
15774.0,1288.34,6,465,214.72333333333333,6
15775.0,150.5,2,260,75.25,2
15776.0,241.62,1,138,241.62,1
15777.0,1762.61,7,599,251.80142857142854,7
15778.0,307.95,1,101,307.95,1
15779.0,124.08000000000001,2,20,62.040000000000006,2
15780.0,475.28000000000003,3,220,158.42666666666668,3
15781.0,345.46,3,180,115.15333333333332,3
15782.0,4014.1,4,1844,1003.525,4
15783.0,246.3,1,212,246.3,1
15784.0,848.3299999999999,2,381,424.16499999999996,2
15785.0,5969.93,16,4479,373.120625,16
15786.0,8501.62,5,5957,1700.324,5
15787.0,933.26,3,534,311.08666666666664,3
15788.0,221.82999999999998,1,115,221.82999999999998,1
15789.0,1962.01,6,2499,327.00166666666667,6
15790.0,218.75,1,113,218.75,1
15791.0,3608.34,5,1970,721.668,5
15792.0,933.84,2,606,466.92,2
15793.0,2399.57,8,1685,299.94625,8
15794.0,777.0,2,288,388.5,2
15795.0,1979.8700000000001,8,1411,247.48375000000001,8
15796.0,5171.63,17,1733,304.21352941176474,17
15797.0,2821.08,6,1281,470.18,6
15798.0,1535.37,3,915,511.78999999999996,3
15799.0,1421.34,4,1341,355.335,4
15800.0,1227.07,7,575,175.29571428571427,7
15801.0,1063.95,3,570,354.65000000000003,3
15802.0,451.42,1,1,451.42,1
15803.0,1929.66,4,1030,482.415,4
15804.0,4206.39,13,2565,323.5684615384616,13
15805.0,10148.93,30,6205,338.29766666666666,30
15806.0,784.58,3,602,261.5266666666667,3
15807.0,1817.52,5,1532,363.504,5
15808.0,17180.25,21,6753,818.1071428571429,21
15809.0,1274.44,7,700,182.06285714285715,7
15810.0,2999.04,8,1653,374.88,8
15811.0,3486.15,7,1781,498.0214285714286,7
15812.0,5201.47,12,3450,433.4558333333334,12
15813.0,1303.9099999999999,2,603,651.9549999999999,2
15814.0,2634.44,6,1728,439.0733333333333,6
15815.0,2100.6,5,1856,420.12,5
15816.0,144.14999999999998,2,54,72.07499999999999,2
15817.0,2766.4,3,1596,922.1333333333333,3
15818.0,340.5,1,284,340.5,1
15819.0,3934.79,10,2928,393.479,10
15820.0,206.98,1,128,206.98,1
15821.0,570.96,2,202,285.48,2
15822.0,1840.06,6,950,306.6766666666667,6
15823.0,3882.17,3,1774,1294.0566666666666,3
15824.0,890.94,2,478,445.47,2
15825.0,532.94,1,220,532.94,1
15826.0,2598.28,4,1824,649.57,4
15827.0,3603.14,28,1715,128.6835714285714,28
15828.0,1108.82,1,367,1108.82,1
15829.0,636.14,2,996,318.07,2
15830.0,576.0,1,415,576.0,1
15831.0,794.64,3,1092,264.88,3
15832.0,836.79,1,465,836.79,1
15833.0,80.4,1,24,80.4,1
15834.0,3764.39,7,1815,537.77,7
15835.0,954.09,4,439,238.5225,4
15836.0,137.37,1,26,137.37,1
15837.0,777.01,2,405,388.505,2
15838.0,73205.5,34,64114,2153.1029411764707,34
15839.0,1048.49,3,675,349.49666666666667,3
15840.0,355.56,2,396,177.78,2
15841.0,2742.41,9,2391,304.7122222222222,9
15842.0,548.8,2,296,274.4,2
15843.0,118.95000000000002,1,27,118.95000000000002,1
15844.0,130.73999999999998,1,134,130.73999999999998,1
15845.0,4426.28,11,2128,402.3890909090909,11
15846.0,107.01,1,79,107.01,1
15847.0,822.57,5,643,164.514,5
15848.0,137.99,1,45,137.99,1
15850.0,1006.75,6,1334,167.79166666666666,6
15851.0,109.73,1,67,109.73,1
15852.0,257.26,3,60,85.75333333333333,3
15853.0,110.8,1,135,110.8,1
15854.0,5578.28,21,1691,265.6323809523809,21
15855.0,1052.72,6,712,175.45333333333335,6
15856.0,32275.95,52,19550,620.6913461538462,52
15857.0,570.48,2,584,285.24,2
15858.0,3552.41,13,2715,273.2623076923077,13
15859.0,438.46,1,174,438.46,1
15860.0,2361.3,17,1259,138.9,17
15861.0,4369.2,12,3837,364.09999999999997,12
15862.0,2512.29,13,1520,193.25307692307692,13
15863.0,355.1,5,162,71.02000000000001,5
15864.0,2180.76,7,1486,311.5371428571429,7
15865.0,2241.42,5,1141,448.284,5
15866.0,211.89,1,124,211.89,1
15867.0,8923.3,31,5067,287.84838709677416,31
15868.0,94.53,1,57,94.53,1
15869.0,321.11,3,273,107.03666666666668,3
15870.0,857.46,4,504,214.365,4
15871.0,33.099999999999994,1,5,33.099999999999994,1
15872.0,729.25,4,467,182.3125,4
15873.0,313.91999999999996,4,1152,78.47999999999999,4
15874.0,11284.76,21,5102,537.3695238095238,21
15875.0,108.52,1,74,108.52,1
15876.0,1449.1399999999999,2,886,724.5699999999999,2
15877.0,490.33,2,368,245.165,2
15878.0,330.77,2,243,165.385,2
15879.0,1137.8,4,639,284.45,4
15880.0,329.03000000000003,1,202,329.03000000000003,1
15881.0,501.39000000000004,5,260,100.278,5
15882.0,1124.66,8,650,140.5825,8
15883.0,396.48,2,223,198.24,2
15884.0,244.60000000000002,2,152,122.30000000000001,2
15885.0,1951.82,15,622,130.12133333333333,15
15886.0,1052.8700000000001,4,667,263.21750000000003,4
15887.0,1027.15,3,605,342.3833333333334,3
15888.0,429.16,3,139,143.05333333333334,3
15889.0,1427.6,8,800,178.45,8
15890.0,535.65,5,119,107.13,5
15891.0,511.68,1,418,511.68,1
15892.0,128.2,1,46,128.2,1
